movieId;imdbId
175;0113540
176;0113677
177;0113690
178;0107447
179;0113729
180;0113749
181;0113820
182;0113851
183;0110604
184;0110620
185;0113957
186;0113986
187;0114095
188;0114194
189;0114241
190;0114323
191;0114345
192;0114435
193;0114436
194;0114478
195;0114496
196;0114508
197;0114534
198;0114558
199;0058450
200;0114666
201;0114663
202;0114702
203;0114682
204;0114781
205;0114798
206;0114805
207;0114887
208;0114898
209;0114928
210;0114938
211;0109340
212;0112602
213;0111579
214;0110882
215;0112471
216;0112508
217;0112438
218;0112571
219;0112757
220;0112643
222;0112679
223;0109445
224;0112883
225;0109635
226;0112899
227;0109676
228;0112854
229;0109579
230;0109642
231;0109686
232;0111797
233;0109759
234;0109758
235;0109707
236;0113117
237;0113097
238;0113028
239;0113198
240;0113303
241;0113089
242;0109771
243;0113199
244;0113234
245;0109906
246;0110057
247;0110005
248;0110066
249;0110116
250;0110006
251;0113360
252;0110099
253;0110148
254;0113463
255;0110189
256;0110216
257;0113501
258;0113538
259;0113552
260;0076759
261;0110367
262;0113670
263;0110296
264;0109731
265;0103994
266;0110322
267;0110443
268;0110365
269;0107566
270;0110391
271;0113691
272;0110428
273;0109836
274;0113755
275;0110538
276;0110516
277;0110527
278;0113808
279;0113896
280;0113870
281;0110684
282;0110638
283;0113967
284;0117169
285;0106402
286;0113948
287;0110671
288;0110632
289;0110737
290;0110729
291;0114151
292;0114069
293;0110413
294;0114113
295;0114210
296;0110912
297;0114084
298;0105652
299;0110889
300;0110932
301;0114129
302;0110963
303;0114214
304;0114296
305;0110907
306;0111495
307;0108394
308;0111507
309;0110769
310;0114268
311;0110965
312;0114571
313;0111333
314;0111112
315;0111255
316;0111282
317;0111070
318;0111161
319;0111149
320;0108260
321;0106966
322;0114594
324;0111309
325;0113936
326;0110081
327;0114614
328;0114608
329;0111280
330;0114609
331;0111454
332;0114852
333;0114694
334;0111590
335;0114788
336;0114888
337;0108550
338;0114857
339;0114924
340;0111667
341;0109655
342;0110598
343;0112435
344;0109040
345;0109045
346;0106339
347;0104779
348;0109348
349;0109444
350;0109446
351;0109484
352;0109504
353;0109506
354;0109450
355;0109813
356;0109830
357;0109831
358;0113305
359;0110091
360;0110093
361;0110167
362;0110213
363;0107472
364;0110357
365;0107426
366;0111686
367;0110475
368;0110478
369;0110588
370;0110622
371;0110771
372;0110950
373;0105226
374;0110989
375;0111054
376;0110997
377;0111257
378;0111256
379;0111438
380;0111503
381;0111693
382;0111742
383;0111756
384;0112443
385;0110455
386;0111048
387;0110399
388;0112570
389;0109454
390;0059170
391;0110186
392;0108069
393;0111301
394;0112702
395;0112849
396;0113014
397;0113043
398;0113104
399;0113173
400;0113319
401;0113827
402;0114047
403;0112889
404;0109339
405;0110027
406;0109785
407;0113409
408;0109021
409;0109035
410;0106220
411;0111804
412;0106226
413;0109068
414;0109067
415;0106292
416;0109198
417;0109219
418;0106379
419;0106400
420;0109254
421;0109279
422;0109297
423;0109303
424;0109305
425;0109306
426;0106452
427;0106471
428;0106489
429;0109361
430;0106505
431;0106519
432;0109439
433;0109443
434;0106582
435;0106598
436;0109456
437;0109480
438;0109493
439;0106660
440;0106673
441;0106677
442;0106697
443;0109729
444;0106834
445;0106873
446;0106332
447;0109783
448;0106881
449;0106880
450;0111732
451;0106926
452;0111712
453;0106941
454;0106918
455;0106965
456;0109842
457;0106977
458;0107004
459;0109890
460;0109891
461;0109913
462;0109920
463;0107057
464;0107076
465;0107096
466;0107144
467;0113674
468;0112966
469;0107151
470;0110064
471;0110074
472;0110097
473;0110123
474;0107206
475;0107207
476;0110137
477;0108551
478;0110197
479;0107286
480;0107290
481;0107302
482;0110265
483;0107322
484;0110305
485;0107362
486;0107413
487;0110353
488;0107468
489;0107478
490;0107497
491;0107501
492;0107507
493;0107554
494;0116253
495;0074102
496;0111689
497;0107616
498;0107611
499;0107613
500;0107614
501;0107653
502;0110657
503;0110649
504;0110678
505;0110687
506;0107756
507;0107808
508;0107818
509;0107822
510;0107840
511;0107889
512;0111003
513;0110939
514;0110955
515;0107943
516;0110971
517;0107969
518;0111001
519;0107978
520;0107977
521;0107983
522;0105275
523;0108000
524;0108002
525;0108026
526;0105032
527;0108052
528;0111094
529;0108065
530;0111102
531;0108071
532;0111127
533;0111143
534;0108101
535;0108122
536;0111194
537;0111201
538;0108149
539;0108160
540;0108162
541;0083658
542;0108186
543;0108174
544;0108238
545;0089256
546;0108255
547;0111323
548;0111400
549;0108328
550;0111418
551;0107688
552;0108333
553;0108358
554;0111488
555;0108399
556;0108515
558;0110763
559;0107779
560;0109226
561;0110259
562;0114906
563;0107002
564;0109403
565;0104029
566;0110623
567;0107315
568;0106408
569;0110363
570;0107349
571;0111709
572;0109828
573;0107225
574;0111252
575;0110366
576;0106878
577;0109120
579;0108059
580;0110892
581;0112651
582;0107642
583;0109382
584;0106678
585;0112572
586;0099785
587;0099653
588;0103639
589;0103064
590;0099348
591;0114706
592;0096895
593;0102926
594;0029583
595;0101414
596;0032910
597;0100405
598;0110719
599;0065214
600;0110395
601;0111752
602;0109934
603;0112606
604;0115978
605;0117247
606;0112625
607;0106537
608;0116282
609;0116552
610;0082509
611;0116514
612;0117283
613;0116684
614;0110374
615;0070506
616;0065421
617;0113083
618;0118001
619;0116165
620;0102855
621;0107471
623;0113839
624;0112712
625;0090665
626;0117891
627;0113613
628;0117381
629;0114305
630;0115837
631;0115509
632;0114671
633;0112844
634;0114658
635;0116275
636;0113122
637;0117608
638;0113448
639;0116414
640;0116095
641;0111543
642;0117517
643;0117312
644;0116485
645;0113947
647;0115956
648;0117060
649;0109028
650;0117071
651;0117788
652;0112257
653;0116136
654;0118026
655;0117117
656;0116168
657;0111787
658;0112509
659;0054189
660;0115591
661;0116683
662;0116287
663;0116768
664;0116269
665;0114787
666;0113720
667;0112536
668;0048473
670;0052572
671;0117128
672;0114616
673;0117705
674;0062711
675;0110061
676;0140614
678;0108181
679;0114307
680;0058898
681;0082206
682;0111430
683;0107727
684;0081759
685;0113443
687;0109491
688;0114048
690;0111613
691;0117104
692;0117688
693;0109751
694;0117774
695;0114736
696;0112604
697;0116289
698;0109593
699;0103095
700;0112368
701;0104046
702;0062952
703;0115742
704;0117420
705;0115951
706;0117784
707;0117107
708;0117979
709;0095776
710;0115851
711;0116322
712;0109374
713;0110712
714;0112817
715;0113362
716;0073778
717;0112546
718;0108500
719;0117108
720;0118114
721;0114103
722;0113270
723;0092123
724;0115963
725;0116448
726;0116827
727;0114894
728;0112701
729;0113429
730;0125877
731;0116508
732;0117260
733;0117500
734;0116405
735;0109592
736;0117998
737;0115624
738;0113145
739;0116559
741;0113568
742;0117894
743;0117723
744;0112586
745;0112691
746;0040366
747;0117768
748;0115571
749;0031612
750;0057012
751;0103926
752;0105737
753;0113849
754;0113188
755;0042644
756;0109381
757;0109688
758;0104606
759;0110480
760;0108211
761;0117331
762;0117765
763;0116833
764;0113280
765;0116669
766;0116594
767;0113211
768;0114494
769;0116992
770;0038426
771;0094265
772;0105201
773;0070820
774;0084898
775;0063715
776;0109191
777;0114122
778;0117951
779;0118523
780;0116629
781;0117737
782;0116277
783;0116583
784;0115798
785;0116778
786;0116213
787;0113147
788;0117218
789;0100990
790;0111546
791;0113610
792;0093199
793;0106810
794;0111180
795;0111237
796;0072362
797;0103207
798;0116040
799;0116365
800;0116905
801;0116493
802;0117333
803;0118113
804;0117628
805;0117913
806;0115530
807;0114266
808;0115493
809;0116320
810;0116756
812;0109356
813;0116823
814;0112568
815;0114170
816;0117999
818;0118073
819;0108220
820;0049521
821;0112746
822;0104403
823;0061495
824;0110246
825;0116164
826;0112865
827;0112716
828;0115472
829;0116707
830;0116313
831;0114550
832;0117438
833;0116531
834;0117332
835;0116353
836;0115857
837;0117008
838;0116191
839;0115986
840;0116571
841;0053459
842;0117826
843;0113695
844;0108227
845;0111424
846;0113080
847;0115680
848;0117718
849;0116225
850;0112767
851;0115632
852;0117918
853;0104109
854;0051980
855;0100840
856;0107575
857;0042054
858;0068646
859;0116536
860;0109255
861;0104558
862;0116985
864;0114936
865;0114474
866;0115736
867;0115836
868;0101692
869;0116745
870;0119214
871;0116934
872;0109066
873;0075169
874;0113542
875;0110693
876;0106544
877;0116418
878;0112607
879;0120004
880;0116654
881;0116311
882;0117965
884;0114592
885;0115725
886;0115783
887;0120271
888;0113596
889;0109001
890;0094822
891;0113253
892;0117991
893;0117093
894;0024252
895;0105729
896;0111019
897;0035896
898;0032904
899;0045152
900;0043278
901;0050419
902;0054698
903;0052357
904;0047396
905;0025316
906;0036855
907;0025164
908;0053125
909;0053604
910;0053291
911;0056923
912;0034583
913;0033870
914;0058385
915;0047437
916;0046250
917;0031580
918;0037059
919;0032138
920;0031381
921;0084370
922;0043014
923;0033467
924;0062622
925;0039428
926;0042192
927;0032143
928;0032976
929;0032484
930;0038787
931;0038109
932;0050105
933;0048728
934;0042451
935;0045537
936;0031725
937;0050658
938;0051658
939;0052126
940;0029843
941;0032762
942;0037008
943;0039420
944;0029162
945;0027125
946;0035446
947;0028010
948;0049261
949;0048028
950;0025878
951;0032599
952;0048960
953;0038650
954;0031679
955;0029947
956;0034012
957;0017350
958;0036094
959;0025586
960;0038300
961;0027893
962;0032022
963;0041509
964;0039152
965;0026029
966;0038235
967;0036241
968;0063350
969;0043265
970;0046414
971;0051459
972;0047162
973;0033891
974;0029855
975;0029588
976;0022879
977;0027980
979;0114007
980;0093229
981;0118927
982;0048491
983;0113730
984;0117357
985;0117669
986;0116329
987;0118742
988;0116442
989;0114354
990;0117011
991;0117039
992;0117473
993;0116635
994;0115678
996;0116830
997;0115847
998;0117603
999;0115438
1000;0115994
1001;0083587
1002;0116167
1003;0116259
1004;0116421
1005;0116000
1006;0115862
1007;0072653
1008;0047977
1009;0072951
1010;0064603
1011;0071607
1012;0050798
1013;0055277
1014;0054195
1015;0107131
1016;0053271
1017;0054357
1018;0059793
1019;0046672
1020;0106611
1021;0109127
1022;0042332
1023;0063819
1024;0038166
1025;0057546
1026;0041890
1027;0102798
1028;0058331
1029;0033563
1030;0076538
1031;0066817
1032;0043274
1033;0082406
1034;0116361
1035;0059742
1036;0095016
1037;0104692
1038;0118044
1039;0114597
1040;0117582
1041;0117589
1042;0117887
1043;0117924
1044;0117791
1045;0116928
1046;0115640
1047;0116908
1049;0116409
1050;0116913
1051;0117958
1052;0117400
1053;0117202
1054;0116404
1055;0120107
1056;0116722
1057;0116242
1058;0115600
1059;0117509
1060;0117802
1061;0117665
1062;0117781
1063;0116714
1064;0115491
1065;0043140
1066;0029546
1067;0028757
1068;0039286
1069;0037101
1070;0044863
1071;0109823
1073;0067992
1075;0111622
1076;0055018
1077;0070707
1078;0066808
1079;0095159
1080;0079470
1081;0084865
1082;0068334
1083;0059243
1084;0061418
1085;0052027
1086;0046912
1087;0113731
1088;0092890
1089;0105236
1090;0091763
1091;0098627
1092;0103772
1093;0101761
1094;0104036
1095;0104348
1096;0084707
1097;0083866
1098;0117577
1099;0029992
1100;0099371
1101;0092099
1102;0115531
1103;0048545
1104;0044081
1105;0115885
1106;0116859
1107;0102336
1109;0115870
1110;0115684
1111;0117040
1112;0117284
1113;0115580
1114;0116378
1115;0114472
1116;0113057
1117;0116581
1118;0114622
1119;0112907
1120;0117318
1121;0116422
1122;0114147
1123;0117320
1124;0082846
1125;0072081
1126;0101775
1127;0096754
1128;0080749
1129;0082340
1130;0082533
1131;0091288
1132;0091480
1133;0111357
1134;0107274
1135;0081375
1136;0071853
1137;0116587
1138;0112777
1139;0116245
1140;0116212
1141;0113328
1142;0116403
1143;0117968
1144;0116886
1145;0117677
1146;0112759
1147;0118147
1148;0108598
1149;0110173
1150;0084589
1151;0109781
1152;0040427
1153;0040723
1154;0039881
1155;0092281
1156;0034493
1157;0039004
1158;0026465
1159;0026656
1160;0025799
1161;0078875
1162;0069198
1163;0110521
1164;0060304
1165;0115715
1166;0113031
1167;0116059
1168;0115610
1169;0099028
1170;0112483
1171;0103850
1172;0095765
1173;0097108
1174;0109942
1175;0101700
1176;0101765
1177;0101811
1178;0050825
1179;0099703
1180;0102014
1181;0120121
1183;0116209
1184;0102426
1185;0097937
1186;0098724
1187;0105107
1188;0105488
1189;0096257
1190;0101026
1191;0102370
1192;0100332
1193;0073486
1194;0078446
1196;0080684
1197;0093779
1198;0082971
1199;0088846
1200;0090605
1201;0060196
1202;0094336
1203;0050083
1204;0056172
1206;0066921
1207;0056592
1208;0078788
1209;0064116
1210;0086190
1211;0093191
1212;0041959
1213;0099685
1214;0078748
1215;0106308
1216;0095250
1217;0089881
1218;0097202
1219;0054215
1220;0080455
1221;0071562
1222;0093058
1223;0104361
1224;0097499
1225;0086879
1226;0045061
1227;0087843
1228;0081398
1230;0075686
1231;0086197
1232;0079944
1233;0082096
1234;0070735
1235;0067185
1236;0103130
1237;0050976
1238;0085859
1240;0088247
1241;0103873
1242;0097441
1243;0100519
1244;0079522
1245;0100150
1246;0097165
1247;0061722
1248;0052311
1249;0100263
1250;0050212
1251;0056801
1252;0071315
1253;0043456
1254;0040897
1255;0092610
1256;0023969
1257;0088794
1258;0081505
1259;0092005
1260;0022100
1261;0092991
1262;0057115
1263;0077416
1264;0082269
1265;0107048
1266;0105695
1267;0056218
1268;0100436
1269;0036613
1270;0088763
1271;0101921
1272;0066206
1273;0090967
1274;0094625
1275;0091203
1276;0061512
1277;0099334
1278;0072431
1279;0102536
1280;0101640
1281;0032553
1282;0032455
1283;0044706
1284;0038355
1285;0097493
1286;0081534
1287;0052618
1288;0088258
1289;0085809
1290;0094006
1291;0097576
1292;0078841
1293;0083987
1295;0096332
1296;0091867
1297;0089886
1298;0084503
1299;0087553
1300;0089606
1301;0049223
1302;0097351
1303;0073341
1304;0064115
1305;0087884
1306;0101458
1307;0098635
1308;0113369
1309;0114089
1310;0116589
1311;0117550
1312;0116293
1313;0116953
1314;0115754
1315;0114093
1316;0115548
1317;0116601
1318;0112537
1319;0107314
1320;0103644
1321;0082010
1322;0103678
1323;0085159
1324;0115535
1325;0106262
1326;0083550
1327;0078767
1328;0099030
1329;0071233
1330;0090655
1331;0075704
1332;0092632
1333;0056869
1334;0051418
1335;0082083
1336;0101492
1337;0037549
1339;0103874
1340;0026138
1341;0074258
1342;0103919
1343;0101540
1344;0055824
1345;0074285
1346;0083722
1347;0087800
1348;0013442
1349;0091651
1350;0075005
1351;0115710
1352;0115495
1353;0117057
1354;0115751
1355;0119791
1356;0117731
1357;0117631
1358;0117666
1359;0116705
1360;0084116
1361;0117293
1363;0117372
1364;0113557
1365;0117477
1366;0115988
1367;0115433
1368;0042354
1369;0110171
1370;0099423
1371;0079945
1372;0102975
1373;0098382
1374;0084726
1375;0088170
1376;0092007
1377;0103776
1378;0096487
1379;0100994
1380;0077631
1381;0084021
1382;0100114
1383;0115471
1384;0117773
1385;0105690
1386;0052287
1387;0073195
1388;0077766
1389;0085750
1390;0117119
1391;0116996
1392;0115906
1393;0116695
1394;0093822
1395;0094155
1396;0105435
1397;0115633
1398;0116621
1399;0116999
1400;0117691
1401;0116410
1404;0119783
1405;0115641
1406;0112769
1407;0117571
1408;0104691
1409;0117038
1410;0116240
1411;0116477
1412;0117690
1413;0118163
1414;0117091
1415;0118100
1416;0116250
1417;0117364
1419;0067959
1420;0117028
1421;0113212
1422;0119731
1423;0116506
1424;0116640
1425;0119115
1426;0120550
1427;0120390
1428;0112362
1429;0116704
1430;0120414
1431;0118708
1432;0119664
1433;0110425
1434;0123281
1436;0080714
1437;0106535
1438;0118928
1439;0119644
1440;0106266
1441;0106387
1442;0119937
1443;0117907
1444;0109949
1445;0119640
1446;0116790
1447;0119225
1448;0116310
1449;0118111
1450;0116754
1453;0118691
1454;0120238
1455;0116565
1456;0119887
1457;0119141
1458;0120357
1459;0118548
1460;0120317
1461;0120434
1462;0118042
1463;0120318
1464;0116922
1465;0120036
1466;0119008
1467;0117544
1468;0118750
1470;0120014
1471;0118762
1472;0118859
1473;0118702
1474;0119432
1475;0116743
1476;0119951
1477;0119572
1479;0120053
1480;0120152
1482;0118064
1483;0115964
1484;0116041
1485;0119528
1486;0117422
1487;0120094
1488;0118972
1489;0118829
1490;0118663
1493;0116931
1495;0120389
1496;0118623
1497;0119013
1498;0119381
1499;0118615
1500;0119229
1501;0116762
1502;0116783
1503;0118541
1504;0113314
1507;0119859
1508;0120366
1509;0118586
1510;0118783
1511;0117050
1513;0120032
1514;0116295
1515;0120461
1516;0115886
1517;0118655
1518;0118771
1519;0115760
1520;0115927
1522;0117482
1523;0120383
1524;0105660
1525;0120479
1526;0119109
1527;0119116
1528;0116643
1529;0119809
1531;0116920
1532;0120190
1533;0117398
1534;0058985
1535;0119578
1537;0117615
1538;0120087
1539;0120394
1541;0118556
1542;0115744
1543;0118964
1544;0119567
1545;0117359
1546;0117561
1547;0120118
1548;0118117
1549;0114303
1550;0120373
1551;0118787
1552;0118880
1553;0116834
1554;0114134
1555;0112951
1556;0120179
1557;0117724
1558;0117775
1559;0113968
1561;0118127
1562;0118688
1563;0119019
1564;0120034
1565;0116502
1566;0119282
1567;0119502
1568;0116949
1569;0119738
1570;0105569
1571;0115856
1572;0057345
1573;0119094
1574;0119098
1575;0116384
1577;0117076
1578;0113425
1579;0116334
1580;0119654
1581;0119848
1582;0120512
1583;0120133
1584;0118884
1585;0116930
1586;0119173
1587;0082198
1588;0119190
1589;0118887
1590;0119081
1591;0120177
1592;0118570
1593;0119896
1594;0119361
1595;0119152
1596;0118818
1597;0118883
1598;0118966
1599;0120207
1600;0120112
1601;0119311
1602;0119509
1603;0119675
1604;0119695
1605;0119086
1606;0119484
1608;0118571
1609;0118531
1610;0099810
1611;0102494
1612;0119465
1613;0120197
1614;0119360
1615;0119051
1616;0119874
1617;0119488
1619;0120102
1620;0119468
1621;0120169
1622;0119457
1623;0120524
1624;0120323
1625;0119174
1626;0119123
1627;0120399
1628;0119557
1629;0119632
1630;0123953
1631;0118647
1632;0120151
1633;0120402
1635;0119349
1636;0120192
1639;0118842
1640;0119326
1641;0119164
1642;0116631
1643;0119280
1644;0119345
1645;0118971
1646;0120029
1647;0119906
1648;0119324
1649;0119107
1650;0120481
1651;0120303
1652;0120539
1653;0119177
1654;0119095
1655;0119891
1656;0120257
1657;0120529
1658;0119535
1659;0119338
1660;0119080
1661;0119210
1662;0118900
1663;0083131
1664;0117221
1665;0118689
1666;0119327
1667;0119592
1668;0119832
1669;0120275
1670;0120490
1671;0119527
1672;0119978
1673;0118749
1674;0090329
1675;0119365
1676;0120201
1677;0118901
1678;0107282
1679;0118836
1680;0120148
1681;0119707
1682;0120382
1683;0120520
1684;0119723
1685;0116592
1686;0119994
1687;0119395
1688;0118617
1689;0120483
1690;0118583
1692;0112318
1693;0118607
1694;0118632
1695;0123385
1696;0118698
1697;0109266
1698;0118764
1699;0118804
1701;0118954
1702;0119137
1703;0119142
1704;0119217
1705;0116465
1706;0116490
1707;0119303
1708;0119352
1709;0130073
1710;0116976
1711;0119668
1713;0119715
1714;0117167
1715;0119819
1716;0119845
1717;0120082
1718;0120222
1719;0120255
1720;0128755
1721;0120338
1722;0120347
1723;0117994
1724;0118230
1725;0119052
1726;0119925
1727;0119314
1728;0120521
1729;0119396
1730;0119485
1731;0119718
1732;0118715
1733;0118566
1734;0119590
1735;0119223
1738;0120881
1739;0118539
1740;0119655
1742;0119988
1743;0129758
1744;0120670
1746;0120820
1747;0120885
1748;0118929
1749;0116845
1750;0120478
1752;0120696
1753;0120693
1754;0119099
1755;0120122
1756;0118643
1757;0112913
1759;0119815
1760;0120185
1762;0118956
1764;0128690
1765;0119521
1767;0119734
1768;0119711
1769;0120008
1770;0120594
1771;0119784
1772;0118747
1773;0114690
1774;0133090
1776;0120707
1777;0120888
1779;0120184
1780;0118662
1781;0116379
1782;0119548
1783;0120782
1784;0119822
1785;0099939
1787;0145302
1788;0119656
1789;0114322
1791;0119594
1792;0120873
1793;0120491
1794;0119574
1795;0112619
1796;0140282
1797;0120661
1798;0118744
1799;0120241
1801;0120744
1804;0120769
1805;0120890
1806;0125454
1807;0120642
1809;0119250
1810;0119942
1811;0119780
1812;0120510
1814;0120793
1815;0119049
1816;0124179
1817;0119560
1819;0120219
1820;0120108
1821;0120772
1822;0120645
1824;0119305
1825;0119905
1826;0120598
1827;0124295
1829;0118851
1830;0119139
1831;0120738
1832;0119272
1833;0120749
1834;0120176
1835;0120632
1836;0120728
1837;0120773
1839;0120765
1840;0124718
1841;0119196
1842;0118229
1843;0120213
1844;0118819
1845;0120906
1846;0119792
1847;0117443
1848;0118755
1849;0119947
1850;0130019
1851;0119508
1852;0118727
1853;0118577
1854;0120723
1855;0120725
1856;0138563
1857;0119987
1858;0117786
1859;0120265
1860;0119448
1861;0118785
1862;0120841
1863;0120742
1864;0120838
1865;0141986
1866;0120609
1867;0120856
1869;0120610
1870;0118925
1871;0119952
1872;0113184
1873;0119683
1874;0120211
1875;0118866
1876;0120647
1877;0145048
1878;0120531
1879;0125128
1880;0119506
1881;0120800
1882;0120685
1883;0118798
1884;0120669
1885;0120777
1886;0131436
1887;0119053
1888;0119313
1889;0119375
1890;0119547
1891;0120401
1892;0120787
1893;0116692
1894;0120828
1895;0127723
1896;0118894
1897;0139362
1898;0119494
1899;0125980
1900;0118849
1901;0150290
1902;0116141
1903;0126938
1904;0122529
1905;0143614
1906;0119717
1907;0120762
1908;0140508
1909;0120902
1910;0126344
1911;0118998
1912;0120780
1913;0073540
1914;0120321
1915;0120443
1916;0118789
1917;0120591
1918;0122151
1919;0123987
1920;0122718
1921;0138704
1922;0140688
1923;0129387
1924;0052077
1925;0018578
1926;0019729
1927;0020629
1928;0021746
1929;0022958
1930;0023876
1931;0026752
1932;0027698
1933;0029146
1934;0030993
1935;0033729
1936;0035093
1937;0036872
1938;0037884
1939;0036868
1940;0039416
1941;0040416
1942;0041113
1943;0044672
1944;0045793
1945;0047296
1946;0048356
1947;0055614
1948;0057590
1949;0060665
1950;0061811
1951;0063385
1952;0064665
1953;0067116
1954;0075148
1955;0079417
1956;0081283
1957;0082158
1958;0086425
1959;0089755
1960;0093389
1961;0095953
1962;0097239
1963;0065063
1964;0067309
1965;0087995
1966;0100142
1967;0091369
1968;0088847
1969;0089686
1970;0093629
1971;0095742
1972;0097981
1973;0101917
1974;0080761
1975;0082418
1976;0083972
1977;0087298
1978;0089173
1979;0091080
1980;0095179
1981;0097388
1982;0077651
1983;0082495
1984;0085636
1985;0095271
1986;0097474
1987;0081383
1988;0093176
1989;0098136
1990;0105179
1991;0094862
1992;0099253
1993;0103956
1994;0084516
1995;0091778
1996;0095889
1997;0070047
1998;0076009
1999;0099528
2000;0093409
2001;0097733
2002;0104714
2003;0087363
2004;0099700
2005;0089218
2006;0120746
2007;0119910
2008;0117898
2009;0070723
2010;0017136
2011;0096874
2012;0099088
2013;0069113
2014;0076054
2015;0054594
2016;0078790
2017;0054649
2018;0034492
2019;0047478
2020;0094947
2021;0087182
2022;0095497
2023;0099674
2024;0102757
2025;0119558
2026;0134619
2027;0120741
2028;0120815
2029;0137386
2030;0119007
2031;0066728
2032;0066811
2033;0088814
2034;0078869
2035;0062737
2036;0109287
2037;0075807
2038;0077305
2039;0097053
2040;0065566
2041;0082199
2042;0109520
2043;0052722
2044;0082263
2045;0106868
2046;0091059
2047;0061715
2048;0091149
2049;0061749
2050;0080861
2051;0076137
2052;0107120
2053;0104437
2054;0097523
2055;0077698
2056;0056095
2057;0057180
2058;0120768
2059;0120783
2060;0131857
2061;0119165
2062;0120687
2063;0124115
2064;0098213
2065;0089853
2066;0039689
2067;0059113
2068;0083922
2069;0090203
2070;0086423
2071;0106273
2072;0096734
2073;0089126
2074;0071910
2075;0082736
2076;0090756
2077;0089385
2078;0061852
2079;0053994
2080;0048280
2081;0097757
2082;0104868
2083;0104940
2084;0104990
2085;0055254
2086;0089731
2087;0046183
2088;0081353
2089;0100477
2090;0076618
2091;0078158
2092;0107952
2093;0089908
2094;0102803
2095;0075200
2096;0053285
2097;0086336
2098;0057518
2099;0038969
2100;0088161
2101;0111271
2102;0019422
2103;0111359
2104;0084783
2105;0084827
2106;0108265
2107;0120694
2108;0102250
2109;0079367
2110;0083798
2111;0085894
2112;0101969
2113;0099697
2114;0086066
2115;0087469
2116;0077869
2117;0087803
2118;0085407
2119;0091499
2120;0107665
2121;0085382
2122;0087050
2123;0096787
2124;0101272
2125;0120631
2126;0120832
2127;0128214
2128;0120813
2129;0120056
2130;0080388
2131;0077711
2132;0061184
2133;0092513
2134;0090305
2135;0061584
2136;0057372
2137;0070016
2138;0078480
2139;0084649
2140;0083791
2141;0090633
2142;0101329
2143;0089469
2144;0088128
2145;0091790
2146;0090060
2147;0090848
2148;0091223
2149;0093220
2150;0080801
2151;0097443
2152;0140796
2153;0118661
2154;0120703
2155;0120831
2156;0133413
2157;0129923
2158;0116516
2159;0099763
2160;0063522
2161;0088323
2162;0100240
2163;0080391
2164;0094077
2165;0119517
2166;0124595
2167;0120611
2168;0120576
2169;0118301
2170;0120901
2171;0119778
2172;0120692
2173;0095709
2174;0094721
2175;0119033
2176;0040746
2177;0074512
2178;0068611
2179;0065112
2180;0061107
2181;0058329
2182;0051207
2183;0049470
2184;0048750
2185;0045897
2186;0044079
2187;0042994
2188;0120577
2189;0119346
2190;0123324
2191;0119453
2192;0139564
2193;0096446
2194;0094226
2195;0120654
2196;0120724
2197;0119125
2198;0139468
2199;0119892
2200;0042004
2201;0039694
2202;0037017
2203;0036342
2204;0035279
2205;0033922
2206;0034248
2207;0031505
2208;0030341
2209;0029811
2210;0028212
2211;0028231
2212;0025452
2213;0024747
2214;0023285
2215;0023395
2216;0022395
2217;0020852
2218;0021015
2219;0021165
